✅ Connected to Ethereum.
📦 Loaded 0 exclusions, 0 bait, 259360 already scanned.
🔍 Starting dust scan...
🟢 0x3d342BfC331De47d1039dFdb312d1dBd87F2ef3A | 0.004593 ETH | Wallet | Block 23095677
🟢 0x57809b25bC4568F899685E50aDB68F9d58213Ff3 | 0.002094 ETH | Wallet | Block 23095687
🟢 0xc4485Df88f32412636d8E25e6311384459E5dE04 | 0.000272 ETH | Wallet | Block 23095687
🟢 0x890144d8912360AF2f4D5dD4bA35913B085Ad7f9 | 0.002723 ETH | Wallet | Block 23095687
🟢 0x1ff15a459eDD8d89c3901523e657C633D9760447 | 0.000106 ETH | Wallet | Block 23095687
🟢 0xF43CB2fefC4F3913eFaB5838A275367925dD0c9d | 0.000019 ETH | Wallet | Block 23095687
🟢 0xF2E5b2b6B71363A0BfAEE472029667451e7afe40 | 0.000298 ETH | Wallet | Block 23095687
🟢 0xBbE7A92C21D654302dF3f4479C9B8a5533d6a5C6 | 0.000495 ETH | Wallet | Block 23095687
🟡 0x6134590Cdb216d0f8b6DaC35D114853309D96A58 | 0.000479 ETH | Contract | Block 23095687
🟢 0x39C9417B44dcF3cF9cC8eE40C25F8579BfdCf18A | 0.000929 ETH | Wallet | Block 23095687
🟢 0x81798DedC424522d9DaDf7a5e23B29E441ba0F82 | 0.008692 ETH | Wallet | Block 23095687
🟢 0x3Af6A3be911e41845381F96f401CBfa89b0260D6 | 0.004346 ETH | Wallet | Block 23095687
🟢 0xd9BE93dc469d0B16D225962e4C090f903c28eDEe | 0.000021 ETH | Wallet | Block 23095687
🟢 0x24C5a5E7108D50AF6F357BDa2a39EbA0775E7bB2 | 0.000501 ETH | Wallet | Block 23095687
🟢 0xa2f7272C1AC09696b992167A5C0094dF7094EdbB | 0.000501 ETH | Wallet | Block 23095687
🟢 0x3053dA9892e5e40787188842cfa168470F9e6752 | 0.000501 ETH | Wallet | Block 23095687
🟢 0x62c0Cb1F3A1500b24842F919928FD4A33415E3FC | 0.000501 ETH | Wallet | Block 23095687
🟢 0x5882A0Aed7832781a592Ce7ef66C3Bef655246Be | 0.000501 ETH | Wallet | Block 23095687
🟢 0x81194cFa34eBF45969724c7429667117dA659F0B | 0.000501 ETH | Wallet | Block 23095687
🟢 0x06b8Eca2aEeF75AA60056355fc0C9336F981B0aF | 0.001341 ETH | Wallet | Block 23095687
🟢 0x71382143946F3364e9afCA45c31C07A4110e54f2 | 0.000501 ETH | Wallet | Block 23095687
🟢 0x0237C6fd7712813d6D16EAc36677bcD4EBd1080E | 0.000501 ETH | Wallet | Block 23095687
🟢 0xe1e553bD1Be6989922A9bE0dF4efEdbEfF4c731e | 0.006263 ETH | Wallet | Block 23095687
🟢 0xf7Cc666EEC95cD462a5f1ec62d8Ca977BA7d34C1 | 0.000501 ETH | Wallet | Block 23095687
🟢 0x331854AD7e89F4AEc00F2f2CA6cc167C219Bb055 | 0.000501 ETH | Wallet | Block 23095687
🟢 0x92994156ccADe53C5540e1F648b0192A851e06Be | 0.009600 ETH | Wallet | Block 23095687
🟢 0x87D5365f774d2cD41E873Be6Da24B8780FdC2B29 | 0.001722 ETH | Wallet | Block 23095687
🟢 0x4c10E005d0E71E3b15DAa7346c487710d51B9ee9 | 0.001831 ETH | Wallet | Block 23095687
🟢 0x7a1E9b3A3F3824685dA625EFDf1086821909EAb2 | 0.000501 ETH | Wallet | Block 23095687
🟢 0x6247F57a4E439AFbF600ae131Cce725De65537de | 0.000501 ETH | Wallet | Block 23095687
🟢 0x8cF7B432Be81F4F11c8739D57129257361b8ca23 | 0.000501 ETH | Wallet | Block 23095687
🟢 0x30B020717C48c22457eb9006527cdDbaF3775482 | 0.000501 ETH | Wallet | Block 23095687
🟢 0x14a72c846Be5BCE43611286b8B1d7ED170F80569 | 0.000501 ETH | Wallet | Block 23095687
🟢 0x4789d191cD76EA662b35CdB553b8Fd5434732C92 | 0.000982 ETH | Wallet | Block 23095687
🟢 0x453B390Bd7B90cB8212db66DA4b08ba4567F669B | 0.000501 ETH | Wallet | Block 23095687
🟢 0xC196a93718b6bD371dbD8796a1a28571142cf512 | 0.000501 ETH | Wallet | Block 23095687
🟢 0xAae7579fEEFBa7cc6B28Ac6bF3fB8d282FE240D4 | 0.000501 ETH | Wallet | Block 23095687
🟢 0x43face97a13D46305595A0bdE9449A58291C119F | 0.000501 ETH | Wallet | Block 23095687
🟢 0x97e0A4d556ccBE9F18078a39bECbaF1B82aB500A | 0.000501 ETH | Wallet | Block 23095687
🟢 0xFd817B083852A6aFf7FD4Db86C53B21F4CC46a1D | 0.000501 ETH | Wallet | Block 23095687
🟢 0x4ceeaB769861B4DDC42cEf92B4963F764a4AC68D | 0.001942 ETH | Wallet | Block 23095687
🟢 0x39e5085F4b9fbe0583a3bDADd50c0D585330dc9B | 0.000501 ETH | Wallet | Block 23095687
🟢 0x5Fdb79630F263dcEbaA279feAF7512c20C2A9721 | 0.000501 ETH | Wallet | Block 23095687
🟢 0x4658813059455eF472258A0215C5d0630ADc59a9 | 0.000501 ETH | Wallet | Block 23095687
🟢 0x4D4a1C2f9c7935EE1E9A65FbAe1F6EE37b4Dcc18 | 0.007756 ETH | Wallet | Block 23095687
🟢 0x6158aC6911f2a8bc15b4561322E0748318875545 | 0.000501 ETH | Wallet | Block 23095687
🟢 0x29a55DFFCaa6b9E3Ef4c5F23b0b89CCbB7207fA6 | 0.000501 ETH | Wallet | Block 23095687
🟢 0xC0d75dc42D8FA1Abe823F054C78131d6247c62E0 | 0.000501 ETH | Wallet | Block 23095687
🟢 0xCDE936e54d04B32fA66Ba4ebD1aE12489c7764CD | 0.000501 ETH | Wallet | Block 23095687
🟢 0xD122e76aDE344a2aC1c05fEe566FcfFf9C6ad6f5 | 0.000501 ETH | Wallet | Block 23095687
🟢 0x16beC0417b6DdB40D6a7194564385b9D47326BB1 | 0.000501 ETH | Wallet | Block 23095687
🟢 0x7d29A8eF8936Da3506c5cEF4a3F460FE3E9cd826 | 0.000501 ETH | Wallet | Block 23095687
🟢 0xffC7e0CA21b8c0F3820Cc59668cbb93901f1c0Dc | 0.000501 ETH | Wallet | Block 23095687
🟢 0x2371F2D9918c1e2AA0ECcD21D4f761CdD42d7A78 | 0.000501 ETH | Wallet | Block 23095687
🟢 0x205292Cb5330e48ea859261f7466aB28f3044bc4 | 0.006771 ETH | Wallet | Block 23095687
🟢 0x7fd2B746BB1f82B623994Ce2d909BB542C1D13c0 | 0.001647 ETH | Wallet | Block 23095687
🟢 0x311e8a7173FbbB9315aa3F5d9E50625bB2f01CE1 | 0.000053 ETH | Wallet | Block 23095687
🟢 0x11F27586ccAD82fB2A5fE85E993b5112419eeCd7 | 0.000013 ETH | Wallet | Block 23095687
🟡 0x40De5585DAa4f4D72831Ec715c3ffb9704D6b266 | 0.000045 ETH | Contract | Block 23095687
🟢 0x78e33D23CdEcC6800aaA49c1b9703f8f90A6D1c1 | 0.000044 ETH | Wallet | Block 23095687
🟢 0x257ff1ea3f73C80f5DfA08AcEc88556525d21152 | 0.000501 ETH | Wallet | Block 23095687
🟢 0x47f6e08ecF51591aD99dFefde10F8ccA1A48FE94 | 0.000501 ETH | Wallet | Block 23095687
🟢 0x900A09cAeafDd9C9BE188fa38E2809d2E1C54ee0 | 0.000021 ETH | Wallet | Block 23095687
🟢 0x3a897EF0a6370C15882B317878B4795F7cF6592a | 0.000055 ETH | Wallet | Block 23095687
🟢 0xa2FED87b0a760215F5751eEa24d126D39Bc671B7 | 0.000017 ETH | Wallet | Block 23095687
🟢 0xCCa02d0c1dB83062e71D34A7be2177EfD5b44047 | 0.001047 ETH | Wallet | Block 23095687
🟢 0x1B7b606c1a9Ee9005cEC4B5be5688e38Dc420523 | 0.002991 ETH | Wallet | Block 23095687
💾 CSV flush: wrote 79 rows to dust_sniper_results_v2.csv
🟡 0x1eBff9A8ABd902FEFe9535da64537Faeaf93cddC | 0.000266 ETH | Contract | Block 23095688
🟢 0x9B80Ea8a77AE2BC7ACE7ac14B163d0B83871aB35 | 0.000443 ETH | Wallet | Block 23095688
🟢 0xA3e8E7067B555737159EF7ddb0759e4564f32EEa | 0.000082 ETH | Wallet | Block 23095688
🟢 0x83087bB0d018595B903BcE5f957aD861A9F31C5C | 0.007260 ETH | Wallet | Block 23095688
🟢 0xAcfA258E9038d8193202642c2C88a0A30F38Fc82 | 0.000491 ETH | Wallet | Block 23095688
🟢 0x87cA00053dfC9a8877A7Be59Ef37Bbb3E8a49167 | 0.000028 ETH | Wallet | Block 23095688
🟢 0x312166eaaE0C04C6331BdE396a1aA8B146A873A9 | 0.000244 ETH | Wallet | Block 23095688
🟢 0x838E362b8F77af9580200A6dda0FdBEC27B15c6A | 0.000119 ETH | Wallet | Block 23095688
🟢 0x4f8235BB74A48458fcCC04Ad1Ad373a40AB9CEe7 | 0.006674 ETH | Wallet | Block 23095688
🟢 0xDf642A22F3d15644f61d730d5035b2A667856501 | 0.000027 ETH | Wallet | Block 23095688
🟢 0xF5A2946B8543D8b4E3BA112628c8Aff399aE1130 | 0.000271 ETH | Wallet | Block 23095688
🟢 0xdf09Ba053754F80c1e0243B4088672a587301f99 | 0.003074 ETH | Wallet | Block 23095688
🟢 0x1204600F76cf891355E3669c72a8A452507cf97e | 0.000210 ETH | Wallet | Block 23095688
🟢 0xA5D01112Bd57A91eC41939D0567eDf5FB90bd885 | 0.002734 ETH | Wallet | Block 23095688
🟢 0x3542b8B2BcaBe6E83902D3d444916399dFeaf6d7 | 0.000076 ETH | Wallet | Block 23095688
🟢 0xc5bFBE8B4d0eD84bf6e4Fc2dD9e9A41636C0440b | 0.005687 ETH | Wallet | Block 23095688
💾 CSV flush: wrote 16 rows to dust_sniper_results_v2.csv
🟢 0xE86663c48044F92431e1445241bde651c3827761 | 0.000315 ETH | Wallet | Block 23095689
🟢 0xAe1093af033FF6912eF9de4657Be6758FBF6e4CE | 0.000500 ETH | Wallet | Block 23095689
🟢 0x37101b743503434b9828fC84b4b3eF48595C4e4D | 0.000805 ETH | Wallet | Block 23095689
🟢 0x9d0dE811e3ee0177b6D63de40A40cb12852259d8 | 0.002480 ETH | Wallet | Block 23095689
🟢 0x25AD3aA9B1955c607f5b89CFd09cD443F3fc541C | 0.002734 ETH | Wallet | Block 23095689
🟢 0x92b436e04d15fa2Eff1268a5815442817a48e45D | 0.000270 ETH | Wallet | Block 23095689
🟢 0x7d2d6829c22516Df7cdc81c86dDdAc15Bf9E8D43 | 0.000270 ETH | Wallet | Block 23095689
🟢 0xCEF70E63B76565a93E426CcaDd7bf8F79c9b3e9F | 0.000056 ETH | Wallet | Block 23095689
🟢 0x2b78b857aD11fEeCd1A1f1AfAD1eE776de12a1Ac | 0.004750 ETH | Wallet | Block 23095689
🟢 0x22d6Cb1aBAb097a2cc14353b8564e5993d9f74f9 | 0.000470 ETH | Wallet | Block 23095689
🟢 0xf955323F5546513e1b9Ab82AEF22c9a5Eff8C834 | 0.004299 ETH | Wallet | Block 23095689
🟢 0x651494b415b9b8b6F7Dcc629c037A62195F2d284 | 0.005150 ETH | Wallet | Block 23095689
🟢 0xBC1Efc5e6CbA585f8E58c05c574F0f66657fBbf7 | 0.000083 ETH | Wallet | Block 23095689
🟢 0x34e287C2cFBC67aE5126FD0268349C8892B8F68d | 0.000019 ETH | Wallet | Block 23095689
🟢 0xb69E4713dc16bf5A2ecA506c2180904AF64A5420 | 0.004989 ETH | Wallet | Block 23095689
🟢 0xA7E172275E2e05a4d5EBd2Ef639B0CcE7900881c | 0.000859 ETH | Wallet | Block 23095689
🟢 0x65c38457545600DFE2f7D9dD9b84E529c7FbE388 | 0.000014 ETH | Wallet | Block 23095689
🟢 0x82AD80a19b9A080E9fecF1b7d3aEA22E3A92c8b4 | 0.000037 ETH | Wallet | Block 23095689
💾 CSV flush: wrote 18 rows to dust_sniper_results_v2.csv
🟡 0x9573c6CD8b94c480E8DcBbA51A77Ca0D91635C76 | 0.003659 ETH | Contract | Block 23095690
🟢 0x032ee8cf48d8E7e9A186cB728967A371A84682E9 | 0.000443 ETH | Wallet | Block 23095690
🟢 0x9E2a91BB036CDBcf2fbc3c29Bd0c771210686Bd1 | 0.000112 ETH | Wallet | Block 23095690
🟢 0xb0F9814CCd24c2B9049fC1E79985fC8d583540Ac | 0.000500 ETH | Wallet | Block 23095690
🟢 0x387fa6865E853Ec073e43dE4cD853795662CC439 | 0.008960 ETH | Wallet | Block 23095690
🟢 0x216e791EE7c970D380F329C3e5061B18E4Bdd7Ea | 0.000011 ETH | Wallet | Block 23095690
🟢 0xE6AfF30e18e022CECf23C138758a5A612c48B96E | 0.001065 ETH | Wallet | Block 23095690
🟢 0x8805e2A14835Da0a4E9293350a273c3F1D8D5a04 | 0.000119 ETH | Wallet | Block 23095690
🟢 0x00d8c7aB9c11653CB593b5EfE5B2F7Cfe7d33653 | 0.000025 ETH | Wallet | Block 23095690
🟢 0xfc988879ff1432c6fB7A43C5D97b828EB2483B5E | 0.009265 ETH | Wallet | Block 23095690
🟢 0xAf739Fe982FB8696093978DE78AC1c9CeC4423f8 | 0.005000 ETH | Wallet | Block 23095690
🟢 0x0dcb38Db55908e63Dd019aD82b595470c241b9bB | 0.000296 ETH | Wallet | Block 23095690
🟢 0xa256031CD56ae281d3e6B0F46517c9C4AaD12f79 | 0.000271 ETH | Wallet | Block 23095690
🟢 0xAA53fC8496a80277677aBe2bB96D76a2a7602f05 | 0.000121 ETH | Wallet | Block 23095690
🟢 0x4069Fe0ae9D55cB44AA7036F8c40895fa9b58DCF | 0.001984 ETH | Wallet | Block 23095690
🟢 0xf4422aACe1B1E2f58dFCcBA6778CC273663b0E60 | 0.000339 ETH | Wallet | Block 23095690
🟢 0xA3204f30cF97733E277179A6E1A30Dd6D33ee496 | 0.005444 ETH | Wallet | Block 23095690
🟢 0x1856bDCee0F79E2aF96468E008919D54E90d6138 | 0.004533 ETH | Wallet | Block 23095690
🟢 0x29Feb3F48eb58d563f005Dfef9A3b4094bF559D9 | 0.000076 ETH | Wallet | Block 23095690
🟢 0x364741e5f8Ac9d3B0332fa9ACcdFD9e1B16FDABe | 0.000011 ETH | Wallet | Block 23095690
🟢 0xEcA9092451beCC88327e8E5359D7bb454Cd35EC3 | 0.008729 ETH | Wallet | Block 23095690
🟢 0xe21e0a3d4F30F208E88955ADbDF85a2Deb505681 | 0.000142 ETH | Wallet | Block 23095690
🟢 0x37472Be33780e885E72820A65B24D5a56A647254 | 0.005371 ETH | Wallet | Block 23095690
🟢 0x464FF605e6D071e31fA78322f84f2c015C895c75 | 0.000011 ETH | Wallet | Block 23095690
🟢 0x9D31452E18a31e618BE07db5E1D921A44E8E4228 | 0.001911 ETH | Wallet | Block 23095690
💾 CSV flush: wrote 25 rows to dust_sniper_results_v2.csv
🟡 0xb2cA4f659620d373b1a9725Ed483082072D3B84c | 0.000269 ETH | Contract | Block 23095691
🟢 0x18A13A1c20c5414564D3557E8af6072Eee8b24c4 | 0.000066 ETH | Wallet | Block 23095691
🟢 0xABdD5483A42cc5859f56933D1d979D9f80eC416C | 0.000084 ETH | Wallet | Block 23095691
🟢 0x88b963A3a1471FdDCEC40C3225Fcc7a588282636 | 0.000126 ETH | Wallet | Block 23095691
🟢 0x5D2f709C4F79459115529e6b01bAA3B2131B4d3a | 0.000010 ETH | Wallet | Block 23095691
🟢 0xA3C2f158dCc53C138598b5cC76D34a8890Dc42F6 | 0.000077 ETH | Wallet | Block 23095691
🟢 0xeCD7c7566B12753A94b6c3A9cB25e8dB063bc446 | 0.000269 ETH | Wallet | Block 23095691
🟢 0xFa32DDDBf2B0aeB75a4BF4AE7B309517d4752704 | 0.000242 ETH | Wallet | Block 23095691
🟢 0x012D7C7A7e02714c418d52677f396acd57612Cd3 | 0.000268 ETH | Wallet | Block 23095691
🟢 0x88efa9329fe48859f95377FEE8f8c63A99E3c6d7 | 0.002000 ETH | Wallet | Block 23095691
🟢 0x4E5396FD425a78de4b953C8B8B85304Fe5692DAf | 0.005103 ETH | Wallet | Block 23095691
🟢 0xF94C49370A81a2af1EaC3Dd46beb70575D90b817 | 0.001254 ETH | Wallet | Block 23095691
🟢 0x2C3A0A6fEA90Ce5b0BB3c1a28e0F16334B73207C | 0.000378 ETH | Wallet | Block 23095691
🟢 0x967e2494D8D315317eF045da31e91235A67455d2 | 0.000046 ETH | Wallet | Block 23095691
🟢 0x33Cfb0aAA14aEBc93E4dEF4a6FA16aEBc340Ad9f | 0.001073 ETH | Wallet | Block 23095691
🟢 0x1B5B0E9CA8E285ACccC277B07131F9e9daD7ccCA | 0.000013 ETH | Wallet | Block 23095691
🟢 0x17e310Cc37195A0cf617AF4Ca383CB60a7351D1f | 0.000013 ETH | Wallet | Block 23095691
🟢 0x560254525a33bd1DA38DCA259ec2c9c17B8e4e29 | 0.000021 ETH | Wallet | Block 23095691
🟢 0x9f70F355Dc0f0221EBFE0b7F44C2eD115190913e | 0.006145 ETH | Wallet | Block 23095691
🟢 0x5d80C7C69501420ef01E6D76101F084C1511fc82 | 0.000013 ETH | Wallet | Block 23095691
🟢 0x3DAc335cd3882E2F7626284E46AaaB6942C709FF | 0.000085 ETH | Wallet | Block 23095691
🟢 0xeb606224D5a7C1b6e7E82Dd9630b773BCd220113 | 0.000016 ETH | Wallet | Block 23095691
💾 CSV flush: wrote 22 rows to dust_sniper_results_v2.csv
🟢 0x18E68F19f466d922B158CdC671848484f69352d4 | 0.000044 ETH | Wallet | Block 23095692
🟢 0x6C4dE1F84E1D939874C99355ca149921c43f9904 | 0.000112 ETH | Wallet | Block 23095692
🟢 0xd3bF5a75743d824DDD43FbCc83107Bf4E66dcE72 | 0.000119 ETH | Wallet | Block 23095692
🟡 0x9Ce7A8FAcff242B00c4A5248090Ed7e9CdC49D4E | 0.000085 ETH | Contract | Block 23095692
🟢 0x0f10d1EBB8B2A0D9625E6a38cD178e9688898fd3 | 0.000087 ETH | Wallet | Block 23095692
🟢 0xEED8b6f2e677a4f64E9664f602ED8aFBeBB80329 | 0.000084 ETH | Wallet | Block 23095692
🟢 0x2da3Db9164b3133DdaE9565681AA4D4a31696F1d | 0.000295 ETH | Wallet | Block 23095692
🟢 0xb45B96940D12eBd926D87C7bD434Eb8e74479501 | 0.000270 ETH | Wallet | Block 23095692
🟢 0x90B91d46B95f2fdE37Facfb9368491544e16E524 | 0.000710 ETH | Wallet | Block 23095692
🟢 0x1899a5BB51420E13FBA9F6d3f6f86Abaa4611A93 | 0.000261 ETH | Wallet | Block 23095692
🟡 0x9323b05C9F3AfA2d44569B392A168Db205fF2828 | 0.001824 ETH | Contract | Block 23095692
🟢 0x135c7e01765eD43738D90fC9E2F3DcEd22A342A0 | 0.000495 ETH | Wallet | Block 23095692
🟢 0x3E694715523235a115ecc6AeAb252c7946fA68D1 | 0.000368 ETH | Wallet | Block 23095692
🟢 0x3B13BD49e81DE7CB46034346541e21b9e249a294 | 0.000030 ETH | Wallet | Block 23095692
🟢 0x4caa6311C7Ee2C2Deb5f97bCFfC0A6785bAD8233 | 0.000159 ETH | Wallet | Block 23095692
🟢 0x0fF09F4d37e7a57a2FB52ADAAb7B3e21C9b00B4B | 0.000013 ETH | Wallet | Block 23095692
🟢 0x76b4c4D79Bb4eE28AFdC0F425F131a381382bFaB | 0.000013 ETH | Wallet | Block 23095692
🟢 0xEd10D1e2596Db29FfC220CDB6DED79c229d3822c | 0.000013 ETH | Wallet | Block 23095692
🟢 0xf1ebeb85c63aCd075e20c8B18f349485293e4a66 | 0.000226 ETH | Wallet | Block 23095692
🟢 0x9fCe99E040EeD98885ccE2409aA153b583d4aafd | 0.001065 ETH | Wallet | Block 23095692
🟢 0x32fcF95eA4a3F09958695791ccdBb013F08805dC | 0.000539 ETH | Wallet | Block 23095692
🟢 0x54ffaD9d1f52b5D0C0b117BDd8841aC8D1970d1A | 0.009985 ETH | Wallet | Block 23095692
🟢 0x3F18aE173687Ba54b550879C978966cb3BfD6C6B | 0.000021 ETH | Wallet | Block 23095692
🟢 0x6854C72D88A02c189CcC1D1AE8e50c27A9cBdc21 | 0.001965 ETH | Wallet | Block 23095692
🟢 0xBeacc0338D2D4C9D2bA90897469EbDB95a8a9e0c | 0.000013 ETH | Wallet | Block 23095692
🟢 0x54C9c9354A2650894DD09ed4509A92792B21a2a9 | 0.000152 ETH | Wallet | Block 23095692
🟢 0x99328017025A30cb834f4380373cAC8Df15Fce07 | 0.000011 ETH | Wallet | Block 23095692
💾 CSV flush: wrote 27 rows to dust_sniper_results_v2.csv
🟢 0x3d175d0c519db772292D00f7D047E11c03bD97A8 | 0.000494 ETH | Wallet | Block 23095693
🟢 0xC3954077723E6c20A0b8DD3f94FDF1b09154aBB3 | 0.000119 ETH | Wallet | Block 23095693
🟢 0x42e274E8903755158047C3D08Bc262e4c6c2Ca2D | 0.000152 ETH | Wallet | Block 23095693
🟢 0x4221c9a1FFFc23A4701cDADf745f61C169D8611e | 0.000084 ETH | Wallet | Block 23095693
🟢 0xECfaa071485faa2A097531ba6d221b9A9e17DD89 | 0.000080 ETH | Wallet | Block 23095693
🟢 0x558bf949e209c64974C0d7D7F69f1b70b1F16526 | 0.001445 ETH | Wallet | Block 23095693
🟢 0x43776608011D3Ac847B10b7F800Ab1C11d84CEC2 | 0.002923 ETH | Wallet | Block 23095693
🟢 0x1F26e31190c5d4DBc2e57d54Acf8CFB28D71040B | 0.000694 ETH | Wallet | Block 23095693
🟢 0xFb59debc8EacC8E20f3Bc2898C85EA9a95226a8F | 0.000295 ETH | Wallet | Block 23095693
🟢 0x44335cC09eDb257FbA580e5771EFC79d4033026A | 0.000269 ETH | Wallet | Block 23095693
🟢 0x06DFD6e2Ba0A8c3D45F4B4861317113d8fdb716e | 0.000265 ETH | Wallet | Block 23095693
🟢 0x6B838fb2f4165da0Af747A79a55BAedC43d12427 | 0.003066 ETH | Wallet | Block 23095693
🟢 0xDdeaE6fb190aB42f378FC26d043E0C17e0507970 | 0.000376 ETH | Wallet | Block 23095693
🟢 0xA3e73b7776F6c5239e8CC0892F02E60360026760 | 0.002739 ETH | Wallet | Block 23095693
🟢 0x57DAFA2eFDE8A8Ce4AB853a967C39e8238bC72b5 | 0.001991 ETH | Wallet | Block 23095693
🟢 0x63615Dd0c0F3A51bc767365cCe64c39788C47d18 | 0.003099 ETH | Wallet | Block 23095693
🟢 0x0baD1aD101b294ca97fdE4d0f7df8De9435928fd | 0.009986 ETH | Wallet | Block 23095693
💾 CSV flush: wrote 17 rows to dust_sniper_results_v2.csv
🟡 0x0794b0A2A2e89Bd9685130Be720bC1469ECdc35e | 0.000614 ETH | Contract | Block 23095694
🟢 0x74a5033A9e589Ed584A16ad9bC2e3b7406515C81 | 0.000119 ETH | Wallet | Block 23095694
🟢 0x48d0b8E2caBA8cA684040D2C413A19635CFdaEf0 | 0.000266 ETH | Wallet | Block 23095694
🟢 0xB0CC26170C23F520EDcaca0386cCe2262218abAC | 0.005412 ETH | Wallet | Block 23095694
🟢 0x36ea3b4463b7Be3B2b99c809fAEEb13B05896152 | 0.000038 ETH | Wallet | Block 23095694
🟢 0x321Aa93e5237F62ED99D31e97475802feb406c6B | 0.000380 ETH | Wallet | Block 23095694
🟢 0x87a3A5aF6041eD2eB7Fc8D502d13B98672eBeCca | 0.005892 ETH | Wallet | Block 23095694
🟢 0xF1E1C8cf9864D189d30205a2Ca04166AB84D25d3 | 0.004624 ETH | Wallet | Block 23095694
🟢 0xA09b9d2A91a215948eFF043B0061C682c60e9791 | 0.000226 ETH | Wallet | Block 23095694
🟢 0x572B91209Feb0e25EaCa5D9E5A986fFa10D316F9 | 0.000159 ETH | Wallet | Block 23095694
🟢 0xa5fbA337DE77412AA945a43A344E4f562417f9FD | 0.000032 ETH | Wallet | Block 23095694
🟢 0x206Ae50cDbA052B0D26641377Bd20AFFc58b4e9C | 0.000019 ETH | Wallet | Block 23095694
🟢 0x88EB698528E29a11b4AD34a8F88414Ff912f7cDb | 0.000121 ETH | Wallet | Block 23095694
🟢 0x127034fA64dEb3f74Ab98E7ac9Ed73873C70f2C1 | 0.000012 ETH | Wallet | Block 23095694
🟢 0x9bEE5764Df993616E589f7bb61a028e9aB259145 | 0.000691 ETH | Wallet | Block 23095694
🟢 0x2f24ff5bF3B18726C135Ee711d9C0639c0C7eD96 | 0.000139 ETH | Wallet | Block 23095694
🟢 0xb0dBfa392c1B65EC624917dF9aEaC860230d936a | 0.000075 ETH | Wallet | Block 23095694
💾 CSV flush: wrote 17 rows to dust_sniper_results_v2.csv
🟡 0x4359741d6029706c03562DEa2B9C9444B778896e | 0.001591 ETH | Contract | Block 23095695
🟢 0xcA666799B01bAB2502B4E4595aee8e4652827253 | 0.009681 ETH | Wallet | Block 23095695
🟢 0x91e971C763c270c370408CEd5fCcb1555f61C1AC | 0.000137 ETH | Wallet | Block 23095695
🟢 0x64752144020C2cd86631Cbc28a348125Ce064855 | 0.000059 ETH | Wallet | Block 23095695
🟢 0xf9a56CF8B025c00a361dB8237E8D8278789777B5 | 0.000119 ETH | Wallet | Block 23095695
🟢 0x69E28a11b55F2D2DEE74A4c5dadA3dbd40836EDa | 0.000066 ETH | Wallet | Block 23095695
🟢 0x12e242eFD3dA63d43458AE9Ad4F5c11B13648314 | 0.001830 ETH | Wallet | Block 23095695
🟡 0x6c5a14528d57891c55f784f21a0a67BE074EF096 | 0.000418 ETH | Contract | Block 23095695
🟢 0x172FeD7322D0faf19F1498CE3EFfbBFAAfB55ae6 | 0.000286 ETH | Wallet | Block 23095695
🟢 0x1B598c53CDef8Fb3b16B66cd674370b365042f24 | 0.000162 ETH | Wallet | Block 23095695
🟢 0xe60486982eA7A6F45FC074a469E2C0a86B78eEa5 | 0.007669 ETH | Wallet | Block 23095695
🟢 0x3CbF7e01E53fe0a42A8CBBb7DCA553116Fdfe596 | 0.005547 ETH | Wallet | Block 23095695
🟢 0x0e06EF85BBd9F543299A9ACc6eF6aaa7b544B4c6 | 0.006259 ETH | Wallet | Block 23095695
🟢 0x77A378b4614FF4521B7e894bDAec1e08d395535d | 0.000013 ETH | Wallet | Block 23095695
🟢 0xF4b59F3556d2A9A1D6Ab41Ce8786ac30197cDfE5 | 0.000013 ETH | Wallet | Block 23095695
🟢 0x8Ea13b5a812F0a777242bb0f6D6d1dc3A9d1F8BC | 0.000013 ETH | Wallet | Block 23095695
🟢 0x70165cE26022e80D11680155e03Ad6f48ca184Dc | 0.000013 ETH | Wallet | Block 23095695
🟢 0x66211Ec81d7CFCe44cB76b8627A659E13BC75D45 | 0.000505 ETH | Wallet | Block 23095695
🟡 0xC9D642792D444BB539460dF87A34a4b0C9da87E3 | 0.002869 ETH | Contract | Block 23095695
🟢 0xdE271FDD0C3171918eDAb97e94d49e80609C6EB0 | 0.000013 ETH | Wallet | Block 23095695
🟢 0xB5a0599265B71023c8f188A6bc71EC0bc71A5DEb | 0.000038 ETH | Wallet | Block 23095695
💾 CSV flush: wrote 21 rows to dust_sniper_results_v2.csv
🟡 0x1480d543CA1a54ed1199097092b2473c1C289393 | 0.000042 ETH | Contract | Block 23095696
🟢 0x0168Aa254bC610c93ed4Ab47b542a09E16f5c0f1 | 0.001671 ETH | Wallet | Block 23095696
🟢 0x95AaA6Df1fAC8bdfC3b744867bF91bDf3b324c30 | 0.000429 ETH | Wallet | Block 23095696
🟢 0xabF17c5058DE7b777d8Cd73596B87a83322c1497 | 0.007938 ETH | Wallet | Block 23095696
🟢 0xc5E7550cCFF7891F78f6DF74D3e991E3F60e740A | 0.004992 ETH | Wallet | Block 23095696
🟢 0x725D69e241009bda4980483eB6050Fe9e7257011 | 0.000601 ETH | Wallet | Block 23095696
🟢 0x3861566D43f97f6bfFD9000b4aF2e09a3960db04 | 0.002174 ETH | Wallet | Block 23095696
